,Warehouse id,Region,SKU id,date,sales,sales previous month,isHoli,isDiwali,isSankranti,isChristmas,isSummer,isWinter,month,time_idx
8109,Wh-1,NORTH,SKU-81,2019-07-01,5,5.0,0,0,0,0,0,0,7,15
8110,Wh-1,NORTH,SKU-81,2019-08-01,41,5.0,0,0,0,0,0,0,8,16
8111,Wh-1,NORTH,SKU-81,2019-09-01,17,41.0,0,0,0,0,0,0,9,17
8112,Wh-1,NORTH,SKU-81,2019-10-01,14,17.0,0,1,0,0,0,0,10,18
8113,Wh-1,NORTH,SKU-81,2019-11-01,77,14.0,0,0,0,0,0,1,11,19
8114,Wh-1,NORTH,SKU-81,2019-12-01,77,77.0,0,0,0,1,0,1,12,20
8115,Wh-1,NORTH,SKU-81,2020-01-01,17,77.0,0,0,1,0,0,1,1,21
8116,Wh-1,NORTH,SKU-81,2020-02-01,59,17.0,0,0,0,0,0,1,2,22
8117,Wh-1,NORTH,SKU-81,2020-03-01,83,59.0,1,0,0,0,0,0,3,23
8118,Wh-1,NORTH,SKU-81,2020-04-01,5,83.0,0,0,0,0,1,0,4,24
8119,Wh-1,NORTH,SKU-81,2020-05-01,35,5.0,0,0,0,0,1,0,5,25
8120,Wh-1,NORTH,SKU-81,2020-06-01,41,35.0,0,0,0,0,1,0,6,26
8121,Wh-1,NORTH,SKU-81,2020-07-01,95,41.0,0,0,0,0,0,0,7,27
8122,Wh-1,NORTH,SKU-81,2020-08-01,47,95.0,0,0,0,0,0,0,8,28
8123,Wh-1,NORTH,SKU-81,2020-09-01,53,47.0,0,0,0,0,0,0,9,29
8124,Wh-1,NORTH,SKU-81,2020-10-01,137,53.0,0,1,0,0,0,0,10,30
8125,Wh-1,NORTH,SKU-81,2020-11-01,23,137.0,0,0,0,0,0,1,11,31
8126,Wh-1,NORTH,SKU-81,2020-12-01,50,23.0,0,0,0,1,0,1,12,32
8127,Wh-1,NORTH,SKU-81,2021-01-01,179,50.0,0,0,1,0,0,1,1,33
8128,Wh-1,NORTH,SKU-81,2021-02-01,131,179.0,0,0,0,0,0,1,2,34
8129,Wh-1,NORTH,SKU-81,2021-03-01,119,131.0,1,0,0,0,0,0,3,35
8130,Wh-1,NORTH,SKU-81,2021-04-01,107,119.0,0,0,0,0,1,0,4,36
8131,Wh-1,NORTH,SKU-81,2021-05-01,11,107.0,0,0,0,0,1,0,5,37
8132,Wh-1,NORTH,SKU-82,2018-04-01,172,36.0,0,0,0,0,1,0,4,0
8133,Wh-1,NORTH,SKU-82,2018-05-01,152,172.0,0,0,0,0,1,0,5,1
8134,Wh-1,NORTH,SKU-82,2018-06-01,216,152.0,0,0,0,0,1,0,6,2
8135,Wh-1,NORTH,SKU-82,2018-07-01,84,216.0,0,0,0,0,0,0,7,3
8136,Wh-1,NORTH,SKU-82,2018-08-01,240,84.0,0,0,0,0,0,0,8,4
8137,Wh-1,NORTH,SKU-82,2018-09-01,164,240.0,0,0,0,0,0,0,9,5
8138,Wh-1,NORTH,SKU-82,2018-10-01,146,164.0,0,1,0,0,0,0,10,6
8139,Wh-1,NORTH,SKU-82,2018-11-01,110,146.0,0,0,0,0,0,1,11,7
8140,Wh-1,NORTH,SKU-82,2018-12-01,208,110.0,0,0,0,1,0,1,12,8
8141,Wh-1,NORTH,SKU-82,2019-01-01,142,208.0,0,0,1,0,0,1,1,9
8142,Wh-1,NORTH,SKU-82,2019-02-01,40,142.0,0,0,0,0,0,1,2,10
8143,Wh-1,NORTH,SKU-82,2019-03-01,238,40.0,1,0,0,0,0,0,3,11
8144,Wh-1,NORTH,SKU-82,2019-04-01,192,238.0,0,0,0,0,1,0,4,12
8145,Wh-1,NORTH,SKU-82,2019-05-01,144,192.0,0,0,0,0,1,0,5,13
8146,Wh-1,NORTH,SKU-82,2019-06-01,28,144.0,0,0,0,0,1,0,6,14
8147,Wh-1,NORTH,SKU-82,2019-07-01,120,28.0,0,0,0,0,0,0,7,15
8148,Wh-1,NORTH,SKU-82,2019-08-01,92,120.0,0,0,0,0,0,0,8,16
8149,Wh-1,NORTH,SKU-82,2019-09-01,112,92.0,0,0,0,0,0,0,9,17
8150,Wh-1,NORTH,SKU-82,2019-10-01,60,112.0,0,1,0,0,0,0,10,18
8151,Wh-1,NORTH,SKU-82,2019-11-01,96,60.0,0,0,0,0,0,1,11,19
8152,Wh-1,NORTH,SKU-82,2019-12-01,48,96.0,0,0,0,1,0,1,12,20
8153,Wh-1,NORTH,SKU-82,2020-01-01,28,48.0,0,0,1,0,0,1,1,21
8154,Wh-1,NORTH,SKU-82,2020-02-01,52,28.0,0,0,0,0,0,1,2,22
8155,Wh-1,NORTH,SKU-82,2020-03-01,80,52.0,1,0,0,0,0,0,3,23
8156,Wh-1,NORTH,SKU-82,2020-04-01,16,80.0,0,0,0,0,1,0,4,24
8157,Wh-1,NORTH,SKU-82,2020-05-01,56,16.0,0,0,0,0,1,0,5,25
8158,Wh-1,NORTH,SKU-82,2020-06-01,48,56.0,0,0,0,0,1,0,6,26
8159,Wh-1,NORTH,SKU-82,2020-07-01,76,48.0,0,0,0,0,0,0,7,27
8160,Wh-1,NORTH,SKU-82,2020-08-01,32,76.0,0,0,0,0,0,0,8,28
8161,Wh-1,NORTH,SKU-82,2020-09-01,48,32.0,0,0,0,0,0,0,9,29
8162,Wh-1,NORTH,SKU-82,2020-10-01,190,48.0,0,1,0,0,0,0,10,30
8163,Wh-1,NORTH,SKU-82,2020-11-01,16,190.0,0,0,0,0,0,1,11,31
8164,Wh-1,NORTH,SKU-82,2020-12-01,68,16.0,0,0,0,1,0,1,12,32
8165,Wh-1,NORTH,SKU-82,2021-01-01,40,68.0,0,0,1,0,0,1,1,33
8166,Wh-1,NORTH,SKU-82,2021-02-01,76,40.0,0,0,0,0,0,1,2,34
8167,Wh-1,NORTH,SKU-82,2021-03-01,120,76.0,1,0,0,0,0,0,3,35
8168,Wh-1,NORTH,SKU-82,2021-04-01,60,120.0,0,0,0,0,1,0,4,36
8169,Wh-1,NORTH,SKU-82,2021-05-01,76,60.0,0,0,0,0,1,0,5,37
8170,Wh-1,NORTH,SKU-83,2018-04-01,5,36.0,0,0,0,0,1,0,4,0
8171,Wh-1,NORTH,SKU-83,2018-05-01,5,5.0,0,0,0,0,1,0,5,1
8172,Wh-1,NORTH,SKU-83,2018-06-01,5,5.0,0,0,0,0,1,0,6,2
8173,Wh-1,NORTH,SKU-83,2018-07-01,5,5.0,0,0,0,0,0,0,7,3
8174,Wh-1,NORTH,SKU-83,2018-08-01,5,5.0,0,0,0,0,0,0,8,4
8175,Wh-1,NORTH,SKU-83,2018-09-01,5,5.0,0,0,0,0,0,0,9,5
8176,Wh-1,NORTH,SKU-83,2018-10-01,5,5.0,0,1,0,0,0,0,10,6
8177,Wh-1,NORTH,SKU-83,2018-11-01,5,5.0,0,0,0,0,0,1,11,7
8178,Wh-1,NORTH,SKU-83,2018-12-01,5,5.0,0,0,0,1,0,1,12,8
8179,Wh-1,NORTH,SKU-83,2019-01-01,5,5.0,0,0,1,0,0,1,1,9
8180,Wh-1,NORTH,SKU-83,2019-02-01,5,5.0,0,0,0,0,0,1,2,10
8181,Wh-1,NORTH,SKU-83,2019-03-01,5,5.0,1,0,0,0,0,0,3,11
8182,Wh-1,NORTH,SKU-83,2019-04-01,5,5.0,0,0,0,0,1,0,4,12
8183,Wh-1,NORTH,SKU-83,2019-05-01,5,5.0,0,0,0,0,1,0,5,13
8184,Wh-1,NORTH,SKU-83,2019-06-01,5,5.0,0,0,0,0,1,0,6,14
8185,Wh-1,NORTH,SKU-83,2019-07-01,5,5.0,0,0,0,0,0,0,7,15
8186,Wh-1,NORTH,SKU-83,2019-08-01,5,5.0,0,0,0,0,0,0,8,16
8187,Wh-1,NORTH,SKU-83,2019-09-01,5,5.0,0,0,0,0,0,0,9,17
8188,Wh-1,NORTH,SKU-83,2019-10-01,5,5.0,0,1,0,0,0,0,10,18
8189,Wh-1,NORTH,SKU-83,2019-11-01,5,5.0,0,0,0,0,0,1,11,19
8190,Wh-1,NORTH,SKU-83,2019-12-01,5,5.0,0,0,0,1,0,1,12,20
8191,Wh-1,NORTH,SKU-83,2020-01-01,5,5.0,0,0,1,0,0,1,1,21
8192,Wh-1,NORTH,SKU-83,2020-02-01,5,5.0,0,0,0,0,0,1,2,22
8193,Wh-1,NORTH,SKU-83,2020-03-01,25,5.0,1,0,0,0,0,0,3,23
8194,Wh-1,NORTH,SKU-83,2020-04-01,5,25.0,0,0,0,0,1,0,4,24
8195,Wh-1,NORTH,SKU-83,2020-05-01,5,5.0,0,0,0,0,1,0,5,25
8196,Wh-1,NORTH,SKU-83,2020-06-01,5,5.0,0,0,0,0,1,0,6,26
8197,Wh-1,NORTH,SKU-83,2020-07-01,5,5.0,0,0,0,0,0,0,7,27
8198,Wh-1,NORTH,SKU-83,2020-08-01,13,5.0,0,0,0,0,0,0,8,28
8199,Wh-1,NORTH,SKU-83,2020-09-01,105,13.0,0,0,0,0,0,0,9,29
8200,Wh-1,NORTH,SKU-83,2020-10-01,5,105.0,0,1,0,0,0,0,10,30
8201,Wh-1,NORTH,SKU-83,2020-11-01,5,5.0,0,0,0,0,0,1,11,31
8202,Wh-1,NORTH,SKU-83,2020-12-01,5,5.0,0,0,0,1,0,1,12,32
8203,Wh-1,NORTH,SKU-83,2021-01-01,105,5.0,0,0,1,0,0,1,1,33
8204,Wh-1,NORTH,SKU-83,2021-02-01,45,105.0,0,0,0,0,0,1,2,34
8205,Wh-1,NORTH,SKU-83,2021-03-01,381,45.0,1,0,0,0,0,0,3,35
8206,Wh-1,NORTH,SKU-83,2021-04-01,5,381.0,0,0,0,0,1,0,4,36
8207,Wh-1,NORTH,SKU-83,2021-05-01,5,5.0,0,0,0,0,1,0,5,37
8208,Wh-1,NORTH,SKU-84,2018-04-01,16,36.0,0,0,0,0,1,0,4,0
8209,Wh-1,NORTH,SKU-84,2018-05-01,16,16.0,0,0,0,0,1,0,5,1
8210,Wh-1,NORTH,SKU-84,2018-06-01,16,16.0,0,0,0,0,1,0,6,2
8211,Wh-1,NORTH,SKU-84,2018-07-01,16,16.0,0,0,0,0,0,0,7,3
8212,Wh-1,NORTH,SKU-84,2018-08-01,16,16.0,0,0,0,0,0,0,8,4
8213,Wh-1,NORTH,SKU-84,2018-09-01,16,16.0,0,0,0,0,0,0,9,5
8214,Wh-1,NORTH,SKU-84,2018-10-01,16,16.0,0,1,0,0,0,0,10,6
8215,Wh-1,NORTH,SKU-84,2018-11-01,16,16.0,0,0,0,0,0,1,11,7
8216,Wh-1,NORTH,SKU-84,2018-12-01,16,16.0,0,0,0,1,0,1,12,8
8217,Wh-1,NORTH,SKU-84,2019-01-01,16,16.0,0,0,1,0,0,1,1,9
8218,Wh-1,NORTH,SKU-84,2019-02-01,16,16.0,0,0,0,0,0,1,2,10
8219,Wh-1,NORTH,SKU-84,2019-03-01,16,16.0,1,0,0,0,0,0,3,11
8220,Wh-1,NORTH,SKU-84,2019-04-01,16,16.0,0,0,0,0,1,0,4,12
8221,Wh-1,NORTH,SKU-84,2019-05-01,16,16.0,0,0,0,0,1,0,5,13
8222,Wh-1,NORTH,SKU-84,2019-06-01,16,16.0,0,0,0,0,1,0,6,14
8223,Wh-1,NORTH,SKU-84,2019-07-01,16,16.0,0,0,0,0,0,0,7,15
8224,Wh-1,NORTH,SKU-84,2019-08-01,16,16.0,0,0,0,0,0,0,8,16
8225,Wh-1,NORTH,SKU-84,2019-09-01,16,16.0,0,0,0,0,0,0,9,17
8226,Wh-1,NORTH,SKU-84,2019-10-01,60,16.0,0,1,0,0,0,0,10,18
8227,Wh-1,NORTH,SKU-84,2019-11-01,16,60.0,0,0,0,0,0,1,11,19
8228,Wh-1,NORTH,SKU-84,2019-12-01,40,16.0,0,0,0,1,0,1,12,20
8229,Wh-1,NORTH,SKU-84,2020-01-01,16,40.0,0,0,1,0,0,1,1,21
8230,Wh-1,NORTH,SKU-84,2020-02-01,56,16.0,0,0,0,0,0,1,2,22
8231,Wh-1,NORTH,SKU-84,2020-03-01,24,56.0,1,0,0,0,0,0,3,23
8232,Wh-1,NORTH,SKU-84,2020-04-01,16,24.0,0,0,0,0,1,0,4,24
8233,Wh-1,NORTH,SKU-84,2020-05-01,16,16.0,0,0,0,0,1,0,5,25
8234,Wh-1,NORTH,SKU-84,2020-06-01,32,16.0,0,0,0,0,1,0,6,26
8235,Wh-1,NORTH,SKU-84,2020-07-01,9540,32.0,0,0,0,0,0,0,7,27
8236,Wh-1,NORTH,SKU-84,2020-08-01,4632,9540.0,0,0,0,0,0,0,8,28
8237,Wh-1,NORTH,SKU-84,2020-09-01,1068,4632.0,0,0,0,0,0,0,9,29
8238,Wh-1,NORTH,SKU-84,2020-10-01,76,1068.0,0,1,0,0,0,0,10,30
8239,Wh-1,NORTH,SKU-84,2020-11-01,136,76.0,0,0,0,0,0,1,11,31
8240,Wh-1,NORTH,SKU-84,2020-12-01,6320,136.0,0,0,0,1,0,1,12,32
8241,Wh-1,NORTH,SKU-84,2021-01-01,1072,6320.0,0,0,1,0,0,1,1,33
8242,Wh-1,NORTH,SKU-84,2021-02-01,5396,1072.0,0,0,0,0,0,1,2,34
8243,Wh-1,NORTH,SKU-84,2021-03-01,4956,5396.0,1,0,0,0,0,0,3,35
8244,Wh-1,NORTH,SKU-84,2021-04-01,280,4956.0,0,0,0,0,1,0,4,36
8245,Wh-1,NORTH,SKU-84,2021-05-01,32,280.0,0,0,0,0,1,0,5,37
8246,Wh-1,NORTH,SKU-85,2018-04-01,3,36.0,0,0,0,0,1,0,4,0
8247,Wh-1,NORTH,SKU-85,2018-05-01,3,3.0,0,0,0,0,1,0,5,1
8248,Wh-1,NORTH,SKU-85,2018-06-01,3,3.0,0,0,0,0,1,0,6,2
8249,Wh-1,NORTH,SKU-85,2018-07-01,3,3.0,0,0,0,0,0,0,7,3
8250,Wh-1,NORTH,SKU-85,2018-08-01,3,3.0,0,0,0,0,0,0,8,4
8251,Wh-1,NORTH,SKU-85,2018-09-01,3,3.0,0,0,0,0,0,0,9,5
8252,Wh-1,NORTH,SKU-85,2018-10-01,3,3.0,0,1,0,0,0,0,10,6
8253,Wh-1,NORTH,SKU-85,2018-11-01,3,3.0,0,0,0,0,0,1,11,7
8254,Wh-1,NORTH,SKU-85,2018-12-01,3,3.0,0,0,0,1,0,1,12,8
8255,Wh-1,NORTH,SKU-85,2019-01-01,3,3.0,0,0,1,0,0,1,1,9
8256,Wh-1,NORTH,SKU-85,2019-02-01,3,3.0,0,0,0,0,0,1,2,10
8257,Wh-1,NORTH,SKU-85,2019-03-01,3,3.0,1,0,0,0,0,0,3,11
8258,Wh-1,NORTH,SKU-85,2019-04-01,3,3.0,0,0,0,0,1,0,4,12
8259,Wh-1,NORTH,SKU-85,2019-05-01,3,3.0,0,0,0,0,1,0,5,13
8260,Wh-1,NORTH,SKU-85,2019-06-01,3,3.0,0,0,0,0,1,0,6,14
8261,Wh-1,NORTH,SKU-85,2019-07-01,3,3.0,0,0,0,0,0,0,7,15
8262,Wh-1,NORTH,SKU-85,2019-08-01,3,3.0,0,0,0,0,0,0,8,16
8263,Wh-1,NORTH,SKU-85,2019-09-01,3,3.0,0,0,0,0,0,0,9,17
8264,Wh-1,NORTH,SKU-85,2019-10-01,3,3.0,0,1,0,0,0,0,10,18
8265,Wh-1,NORTH,SKU-85,2019-11-01,3,3.0,0,0,0,0,0,1,11,19
8266,Wh-1,NORTH,SKU-85,2019-12-01,3,3.0,0,0,0,1,0,1,12,20
8267,Wh-1,NORTH,SKU-85,2020-01-01,3,3.0,0,0,1,0,0,1,1,21
8268,Wh-1,NORTH,SKU-85,2020-02-01,3,3.0,0,0,0,0,0,1,2,22
8269,Wh-1,NORTH,SKU-85,2020-03-01,3,3.0,1,0,0,0,0,0,3,23
8270,Wh-1,NORTH,SKU-85,2020-04-01,3,3.0,0,0,0,0,1,0,4,24
8271,Wh-1,NORTH,SKU-85,2020-05-01,3,3.0,0,0,0,0,1,0,5,25
8272,Wh-1,NORTH,SKU-85,2020-06-01,3,3.0,0,0,0,0,1,0,6,26
8273,Wh-1,NORTH,SKU-85,2020-07-01,3,3.0,0,0,0,0,0,0,7,27
8274,Wh-1,NORTH,SKU-85,2020-08-01,3,3.0,0,0,0,0,0,0,8,28
8275,Wh-1,NORTH,SKU-85,2020-09-01,3,3.0,0,0,0,0,0,0,9,29
8276,Wh-1,NORTH,SKU-85,2020-10-01,491,3.0,0,1,0,0,0,0,10,30
8277,Wh-1,NORTH,SKU-85,2020-11-01,3,491.0,0,0,0,0,0,1,11,31
8278,Wh-1,NORTH,SKU-85,2020-12-01,3,3.0,0,0,0,1,0,1,12,32
8279,Wh-1,NORTH,SKU-85,2021-01-01,867,3.0,0,0,1,0,0,1,1,33
8280,Wh-1,NORTH,SKU-85,2021-02-01,3831,867.0,0,0,0,0,0,1,2,34
8281,Wh-1,NORTH,SKU-85,2021-03-01,6039,3831.0,1,0,0,0,0,0,3,35
8282,Wh-1,NORTH,SKU-85,2021-04-01,3,6039.0,0,0,0,0,1,0,4,36
8283,Wh-1,NORTH,SKU-85,2021-05-01,3,3.0,0,0,0,0,1,0,5,37
8284,Wh-1,NORTH,SKU-86,2018-04-01,18,36.0,0,0,0,0,1,0,4,0
8285,Wh-1,NORTH,SKU-86,2018-05-01,90,18.0,0,0,0,0,1,0,5,1
8286,Wh-1,NORTH,SKU-86,2018-06-01,237,90.0,0,0,0,0,1,0,6,2
8287,Wh-1,NORTH,SKU-86,2018-07-01,198,237.0,0,0,0,0,0,0,7,3
8288,Wh-1,NORTH,SKU-86,2018-08-01,126,198.0,0,0,0,0,0,0,8,4
8289,Wh-1,NORTH,SKU-86,2018-09-01,42,126.0,0,0,0,0,0,0,9,5
8290,Wh-1,NORTH,SKU-86,2018-10-01,118,42.0,0,1,0,0,0,0,10,6
8291,Wh-1,NORTH,SKU-86,2018-11-01,110,118.0,0,0,0,0,0,1,11,7
8292,Wh-1,NORTH,SKU-86,2018-12-01,134,110.0,0,0,0,1,0,1,12,8
8293,Wh-1,NORTH,SKU-86,2019-01-01,97,134.0,0,0,1,0,0,1,1,9
8294,Wh-1,NORTH,SKU-86,2019-02-01,74,97.0,0,0,0,0,0,1,2,10
8295,Wh-1,NORTH,SKU-86,2019-03-01,170,74.0,1,0,0,0,0,0,3,11
8296,Wh-1,NORTH,SKU-86,2019-04-01,146,170.0,0,0,0,0,1,0,4,12
8297,Wh-1,NORTH,SKU-86,2019-05-01,42,146.0,0,0,0,0,1,0,5,13
8298,Wh-1,NORTH,SKU-86,2019-06-01,126,42.0,0,0,0,0,1,0,6,14
8299,Wh-1,NORTH,SKU-86,2019-07-01,82,126.0,0,0,0,0,0,0,7,15
8300,Wh-1,NORTH,SKU-86,2019-08-01,58,82.0,0,0,0,0,0,0,8,16
8301,Wh-1,NORTH,SKU-86,2019-09-01,202,58.0,0,0,0,0,0,0,9,17
8302,Wh-1,NORTH,SKU-86,2019-10-01,58,202.0,0,1,0,0,0,0,10,18
8303,Wh-1,NORTH,SKU-86,2019-11-01,142,58.0,0,0,0,0,0,1,11,19
8304,Wh-1,NORTH,SKU-86,2019-12-01,150,142.0,0,0,0,1,0,1,12,20
8305,Wh-1,NORTH,SKU-86,2020-01-01,50,150.0,0,0,1,0,0,1,1,21
8306,Wh-1,NORTH,SKU-86,2020-02-01,30,50.0,0,0,0,0,0,1,2,22
8307,Wh-1,NORTH,SKU-86,2020-03-01,42,30.0,1,0,0,0,0,0,3,23
8308,Wh-1,NORTH,SKU-86,2020-04-01,18,42.0,0,0,0,0,1,0,4,24
8309,Wh-1,NORTH,SKU-86,2020-05-01,42,18.0,0,0,0,0,1,0,5,25
8310,Wh-1,NORTH,SKU-86,2020-06-01,66,42.0,0,0,0,0,1,0,6,26
8311,Wh-1,NORTH,SKU-86,2020-07-01,70,66.0,0,0,0,0,0,0,7,27
8312,Wh-1,NORTH,SKU-86,2020-08-01,86,70.0,0,0,0,0,0,0,8,28
8313,Wh-1,NORTH,SKU-86,2020-09-01,50,86.0,0,0,0,0,0,0,9,29
8314,Wh-1,NORTH,SKU-86,2020-10-01,66,50.0,0,1,0,0,0,0,10,30
8315,Wh-1,NORTH,SKU-86,2020-11-01,114,66.0,0,0,0,0,0,1,11,31
8316,Wh-1,NORTH,SKU-86,2020-12-01,46,114.0,0,0,0,1,0,1,12,32
8317,Wh-1,NORTH,SKU-86,2021-01-01,60,46.0,0,0,1,0,0,1,1,33
8318,Wh-1,NORTH,SKU-86,2021-02-01,135,60.0,0,0,0,0,0,1,2,34
8319,Wh-1,NORTH,SKU-86,2021-03-01,58,135.0,1,0,0,0,0,0,3,35
8320,Wh-1,NORTH,SKU-86,2021-04-01,30,58.0,0,0,0,0,1,0,4,36
8321,Wh-1,NORTH,SKU-86,2021-05-01,18,30.0,0,0,0,0,1,0,5,37
8322,Wh-1,NORTH,SKU-87,2018-04-01,7,36.0,0,0,0,0,1,0,4,0
8323,Wh-1,NORTH,SKU-87,2018-05-01,7,7.0,0,0,0,0,1,0,5,1
8324,Wh-1,NORTH,SKU-87,2018-06-01,7,7.0,0,0,0,0,1,0,6,2
8325,Wh-1,NORTH,SKU-87,2018-07-01,7,7.0,0,0,0,0,0,0,7,3
8326,Wh-1,NORTH,SKU-87,2018-08-01,7,7.0,0,0,0,0,0,0,8,4
8327,Wh-1,NORTH,SKU-87,2018-09-01,7,7.0,0,0,0,0,0,0,9,5
8328,Wh-1,NORTH,SKU-87,2018-10-01,7,7.0,0,1,0,0,0,0,10,6
8329,Wh-1,NORTH,SKU-87,2018-11-01,7,7.0,0,0,0,0,0,1,11,7
8330,Wh-1,NORTH,SKU-87,2018-12-01,7,7.0,0,0,0,1,0,1,12,8
8331,Wh-1,NORTH,SKU-87,2019-01-01,7,7.0,0,0,1,0,0,1,1,9
8332,Wh-1,NORTH,SKU-87,2019-02-01,7,7.0,0,0,0,0,0,1,2,10
8333,Wh-1,NORTH,SKU-87,2019-03-01,7,7.0,1,0,0,0,0,0,3,11
8334,Wh-1,NORTH,SKU-87,2019-04-01,7,7.0,0,0,0,0,1,0,4,12
8335,Wh-1,NORTH,SKU-87,2019-05-01,7,7.0,0,0,0,0,1,0,5,13
8336,Wh-1,NORTH,SKU-87,2019-06-01,7,7.0,0,0,0,0,1,0,6,14
8337,Wh-1,NORTH,SKU-87,2019-07-01,7,7.0,0,0,0,0,0,0,7,15
8338,Wh-1,NORTH,SKU-87,2019-08-01,7,7.0,0,0,0,0,0,0,8,16
8339,Wh-1,NORTH,SKU-87,2019-09-01,7,7.0,0,0,0,0,0,0,9,17
8340,Wh-1,NORTH,SKU-87,2019-10-01,7,7.0,0,1,0,0,0,0,10,18
8341,Wh-1,NORTH,SKU-87,2019-11-01,7,7.0,0,0,0,0,0,1,11,19
8342,Wh-1,NORTH,SKU-87,2019-12-01,7,7.0,0,0,0,1,0,1,12,20
8343,Wh-1,NORTH,SKU-87,2020-01-01,7,7.0,0,0,1,0,0,1,1,21
8344,Wh-1,NORTH,SKU-87,2020-02-01,7,7.0,0,0,0,0,0,1,2,22
8345,Wh-1,NORTH,SKU-87,2020-03-01,7,7.0,1,0,0,0,0,0,3,23
8346,Wh-1,NORTH,SKU-87,2020-04-01,7,7.0,0,0,0,0,1,0,4,24
8347,Wh-1,NORTH,SKU-87,2020-05-01,7,7.0,0,0,0,0,1,0,5,25
8348,Wh-1,NORTH,SKU-87,2020-06-01,7,7.0,0,0,0,0,1,0,6,26
8349,Wh-1,NORTH,SKU-87,2020-07-01,7,7.0,0,0,0,0,0,0,7,27
8350,Wh-1,NORTH,SKU-87,2020-08-01,7,7.0,0,0,0,0,0,0,8,28
8351,Wh-1,NORTH,SKU-87,2020-09-01,7,7.0,0,0,0,0,0,0,9,29
8352,Wh-1,NORTH,SKU-87,2020-10-01,7,7.0,0,1,0,0,0,0,10,30
8353,Wh-1,NORTH,SKU-87,2020-11-01,7,7.0,0,0,0,0,0,1,11,31
8354,Wh-1,NORTH,SKU-87,2020-12-01,7,7.0,0,0,0,1,0,1,12,32
8355,Wh-1,NORTH,SKU-87,2021-01-01,7,7.0,0,0,1,0,0,1,1,33
8356,Wh-1,NORTH,SKU-87,2021-02-01,7,7.0,0,0,0,0,0,1,2,34
8357,Wh-1,NORTH,SKU-87,2021-03-01,19,7.0,1,0,0,0,0,0,3,35
8358,Wh-1,NORTH,SKU-87,2021-04-01,7,19.0,0,0,0,0,1,0,4,36
8359,Wh-1,NORTH,SKU-87,2021-05-01,7,7.0,0,0,0,0,1,0,5,37
8360,Wh-1,NORTH,SKU-88,2018-04-01,633,36.0,0,0,0,0,1,0,4,0
8361,Wh-1,NORTH,SKU-88,2018-05-01,627,633.0,0,0,0,0,1,0,5,1
8362,Wh-1,NORTH,SKU-88,2018-06-01,451,627.0,0,0,0,0,1,0,6,2
8363,Wh-1,NORTH,SKU-88,2018-07-01,295,451.0,0,0,0,0,0,0,7,3
8364,Wh-1,NORTH,SKU-88,2018-08-01,377,295.0,0,0,0,0,0,0,8,4
8365,Wh-1,NORTH,SKU-88,2018-09-01,305,377.0,0,0,0,0,0,0,9,5
8366,Wh-1,NORTH,SKU-88,2018-10-01,485,305.0,0,1,0,0,0,0,10,6
8367,Wh-1,NORTH,SKU-88,2018-11-01,687,485.0,0,0,0,0,0,1,11,7
8368,Wh-1,NORTH,SKU-88,2018-12-01,381,687.0,0,0,0,1,0,1,12,8
8369,Wh-1,NORTH,SKU-88,2019-01-01,613,381.0,0,0,1,0,0,1,1,9
8370,Wh-1,NORTH,SKU-88,2019-02-01,189,613.0,0,0,0,0,0,1,2,10
8371,Wh-1,NORTH,SKU-88,2019-03-01,837,189.0,1,0,0,0,0,0,3,11
8372,Wh-1,NORTH,SKU-88,2019-04-01,825,837.0,0,0,0,0,1,0,4,12
8373,Wh-1,NORTH,SKU-88,2019-05-01,319,825.0,0,0,0,0,1,0,5,13
8374,Wh-1,NORTH,SKU-88,2019-06-01,393,319.0,0,0,0,0,1,0,6,14
8375,Wh-1,NORTH,SKU-88,2019-07-01,167,393.0,0,0,0,0,0,0,7,15
8376,Wh-1,NORTH,SKU-88,2019-08-01,157,167.0,0,0,0,0,0,0,8,16
8377,Wh-1,NORTH,SKU-88,2019-09-01,187,157.0,0,0,0,0,0,0,9,17
8378,Wh-1,NORTH,SKU-88,2019-10-01,205,187.0,0,1,0,0,0,0,10,18
8379,Wh-1,NORTH,SKU-88,2019-11-01,425,205.0,0,0,0,0,0,1,11,19
8380,Wh-1,NORTH,SKU-88,2019-12-01,323,425.0,0,0,0,1,0,1,12,20
8381,Wh-1,NORTH,SKU-88,2020-01-01,265,323.0,0,0,1,0,0,1,1,21
8382,Wh-1,NORTH,SKU-88,2020-02-01,173,265.0,0,0,0,0,0,1,2,22
8383,Wh-1,NORTH,SKU-88,2020-03-01,275,173.0,1,0,0,0,0,0,3,23
8384,Wh-1,NORTH,SKU-88,2020-04-01,17,275.0,0,0,0,0,1,0,4,24
8385,Wh-1,NORTH,SKU-88,2020-05-01,37,17.0,0,0,0,0,1,0,5,25
8386,Wh-1,NORTH,SKU-88,2020-06-01,217,37.0,0,0,0,0,1,0,6,26
8387,Wh-1,NORTH,SKU-88,2020-07-01,197,217.0,0,0,0,0,0,0,7,27
8388,Wh-1,NORTH,SKU-88,2020-08-01,451,197.0,0,0,0,0,0,0,8,28
8389,Wh-1,NORTH,SKU-88,2020-09-01,185,451.0,0,0,0,0,0,0,9,29
8390,Wh-1,NORTH,SKU-88,2020-10-01,195,185.0,0,1,0,0,0,0,10,30
8391,Wh-1,NORTH,SKU-88,2020-11-01,341,195.0,0,0,0,0,0,1,11,31
