,item_id,date,Region,p10,p50,p75,p90
11,sku-181,2021-05-01T00:00:00Z,west,5.870063782,21.44868279,31.47322083,46.8895607
12,sku-181,2021-06-01T00:00:00Z,west,-1.471744537,21.94104004,31.80716705,42.72306824
13,sku-181,2021-07-01T00:00:00Z,west,-3.784938812,22.88067055,33.90000534,47.6223526
14,sku-21,2021-01-01T00:00:00Z,north,108.5408419,263.8430805,345.5797589,419.1453191
15,sku-21,2021-02-01T00:00:00Z,north,10.12855407,272.9116576,411.2162835,535.6947611
16,sku-21,2021-03-01T00:00:00Z,north,-107.4552143,281.9802347,486.9428954,671.4156837
17,sku-21,2021-04-01T00:00:00Z,north,-259.1491815,291.0488118,580.6219488,841.2468051
18,sku-21,2021-05-01T00:00:00Z,north,-460.58096,300.1173889,700.4783678,1066.143738
19,sku-21,2021-06-01T00:00:00Z,north,-731.5991935,309.185966,862.2866355,1363.291125
20,sku-21,2021-07-01T00:00:00Z,north,-1098.632561,318.2545431,1085.284355,1764.445648
21,sku-46,2021-01-01T00:00:00Z,south,37.30403137,133.5824432,174.3718567,232.7002563
22,sku-46,2021-02-01T00:00:00Z,south,18.76663971,116.5131531,166.5114441,234.8105774
23,sku-46,2021-03-01T00:00:00Z,south,35.97275543,121.1311798,179.6349945,240.1817017
24,sku-46,2021-04-01T00:00:00Z,south,-15.45884705,112.1037369,155.6773834,219.2429047
25,sku-46,2021-05-01T00:00:00Z,south,-7.916511536,131.5027924,180.3344574,261.3680115
26,sku-46,2021-06-01T00:00:00Z,south,26.78565216,126.5792694,170.9448547,242.8376007
27,sku-46,2021-07-01T00:00:00Z,south,-27.29482269,115.137001,179.3286438,247.5772858
0,sku-115,2021-01-01T00:00:00Z,east,1.512516022,42.20569611,72.00328064,102.5579987
1,sku-115,2021-02-01T00:00:00Z,east,-26.34085083,43.41443253,65.09017944,90.38693237
2,sku-115,2021-03-01T00:00:00Z,east,-22.12721252,37.76473999,68.69345093,88.68190002
3,sku-115,2021-04-01T00:00:00Z,east,-16.97121048,27.98211479,60.89793777,99.16754913
4,sku-115,2021-05-01T00:00:00Z,east,-36.16212845,30.06999588,50.09468079,63.98448181
5,sku-115,2021-06-01T00:00:00Z,east,-7.243488312,30.95872116,48.2081604,59.53794098
6,sku-115,2021-07-01T00:00:00Z,east,-8.400993347,31.95054054,53.4224472,76.91312408
7,sku-160,2021-01-01T00:00:00Z,west,-39.18041992,204.5617676,294.9763794,468.3543701
8,sku-160,2021-02-01T00:00:00Z,west,-157.4025574,148.5249939,276.3526001,535.4386597
9,sku-160,2021-03-01T00:00:00Z,west,-137.3880005,134.8441467,278.0625,395.8587646
10,sku-160,2021-04-01T00:00:00Z,west,-27.58598328,196.8558502,275.0529175,431.5890503
11,sku-160,2021-05-01T00:00:00Z,west,19.87262726,182.9712219,259.1348267,360.0194092
12,sku-160,2021-06-01T00:00:00Z,west,-36.91369629,145.0228271,253.1438751,346.3204956
13,sku-160,2021-07-01T00:00:00Z,west,9.433944702,192.7011566,292.9228821,398.9899597
14,sku-35,2021-01-01T00:00:00Z,north,4,4,4,4
15,sku-35,2021-02-01T00:00:00Z,north,4,4,4,4
16,sku-35,2021-03-01T00:00:00Z,north,4,4,4,4
17,sku-35,2021-04-01T00:00:00Z,north,4,4,4,4
18,sku-35,2021-05-01T00:00:00Z,north,4,4,4,4
19,sku-35,2021-06-01T00:00:00Z,north,4,4,4,4
20,sku-35,2021-07-01T00:00:00Z,north,4,4,4,4
0,sku-164,2021-01-01T00:00:00Z,south,11,11,11,11
1,sku-164,2021-02-01T00:00:00Z,south,11,11,11,11
2,sku-164,2021-03-01T00:00:00Z,south,11,11,11,11
3,sku-164,2021-04-01T00:00:00Z,south,11,11,11,11
4,sku-164,2021-05-01T00:00:00Z,south,11,11,11,11
5,sku-164,2021-06-01T00:00:00Z,south,11,11,11,11
6,sku-164,2021-07-01T00:00:00Z,south,11,11,11,11
7,sku-229,2021-01-01T00:00:00Z,west,5.085944176,9.333418846,12.7040863,16.61520767
8,sku-229,2021-02-01T00:00:00Z,west,4.707101345,9.515897751,13.66483688,17.95721817
9,sku-229,2021-03-01T00:00:00Z,west,1.040666103,8.990143776,12.0769968,17.0017662
10,sku-229,2021-04-01T00:00:00Z,west,1.254142761,9.383498192,12.7921524,19.0193882
11,sku-229,2021-05-01T00:00:00Z,west,2.012976646,8.750952721,12.0051918,17.99934196
12,sku-229,2021-06-01T00:00:00Z,west,4.839326859,9.368494034,11.65096569,15.81839657
13,sku-229,2021-07-01T00:00:00Z,west,1.551410675,8.678128243,11.95004654,16.9232769
14,sku-44,2021-01-01T00:00:00Z,south,-9.146026611,85.24660492,116.8639221,170.6154175
15,sku-44,2021-02-01T00:00:00Z,south,-36.73296356,79.20606232,131.4129944,192.3538971
16,sku-44,2021-03-01T00:00:00Z,south,-3.339736939,92.22059631,135.4551392,216.9375305
17,sku-44,2021-04-01T00:00:00Z,south,-3.166057587,64.5464859,98.30561066,144.0080414
18,sku-44,2021-05-01T00:00:00Z,south,-36.22777557,60.17712402,94.70261383,163.1573639
19,sku-44,2021-06-01T00:00:00Z,south,-3.033496857,62.18652725,95.99577332,136.8217621
20,sku-44,2021-07-01T00:00:00Z,south,-17.64279556,65.13442993,94.43087769,152.6748047
21,sku-82,2021-01-01T00:00:00Z,south,15.34322357,112.9019318,158.7750397,207.5992279
22,sku-82,2021-02-01T00:00:00Z,south,-8.451148987,86.83816528,150.1407776,213.3464966
23,sku-82,2021-03-01T00:00:00Z,south,-2.564651489,103.0462952,158.4616852,225.1039276
24,sku-82,2021-04-01T00:00:00Z,south,15.65215302,100.1194839,146.775238,213.6106873
25,sku-82,2021-05-01T00:00:00Z,south,22.72039795,124.4283676,169.5640411,227.3527832
26,sku-82,2021-06-01T00:00:00Z,south,29.24415588,104.0109711,142.9326935,182.835968
27,sku-82,2021-07-01T00:00:00Z,south,8.899940491,102.9794159,160.0467834,226.0758362
0,sku-25,2021-01-01T00:00:00Z,south,33.64492416,86.78656769,123.7073593,167.6166077
1,sku-25,2021-02-01T00:00:00Z,south,-33.00494385,99.46273041,132.0832977,184.7202911
2,sku-25,2021-03-01T00:00:00Z,south,-30.79750824,71.97322083,119.1030579,173.6683807
3,sku-25,2021-04-01T00:00:00Z,south,-0.370880127,63.41146851,103.1250153,165.7432251
4,sku-25,2021-05-01T00:00:00Z,south,-27.52557373,49.39191055,86.9402771,129.7168121
5,sku-25,2021-06-01T00:00:00Z,south,21.82493973,68.99606323,101.5115662,175.6493073
6,sku-25,2021-07-01T00:00:00Z,south,4.615325928,75.15391541,118.0315399,157.5952759
7,sku-331,2021-01-01T00:00:00Z,west,-163.842865,367.0603638,563.4259644,729.5050049
8,sku-331,2021-02-01T00:00:00Z,west,33.22833252,319.9975586,517.1863403,655.7112427
9,sku-331,2021-03-01T00:00:00Z,west,-85.55984497,209.9150085,319.0108032,547.4262695
10,sku-331,2021-04-01T00:00:00Z,west,14.16467285,280.1459351,453.3553467,658.3657227
11,sku-331,2021-05-01T00:00:00Z,west,64.46534729,280.3805237,392.005249,570.9398193
12,sku-331,2021-06-01T00:00:00Z,west,36.80929565,331.0175781,414.5196533,622.6207275
13,sku-331,2021-07-01T00:00:00Z,west,-1.04019165,273.4945068,418.702179,521.333252
14,sku-351,2021-01-01T00:00:00Z,west,28.68676948,44.25243644,52.44475824,59.8181034
15,sku-351,2021-02-01T00:00:00Z,west,23.40731067,44.25243644,55.22337515,65.09756222
16,sku-351,2021-03-01T00:00:00Z,west,18.92660863,44.25243644,57.58160067,69.57826426
17,sku-351,2021-04-01T00:00:00Z,west,14.77716105,44.25243644,59.76548459,73.72771183
18,sku-351,2021-05-01T00:00:00Z,west,10.77537367,44.25243644,61.8716539,83.72349922
19,sku-351,2021-06-01T00:00:00Z,west,6.823412452,44.25243644,68.94659933,87.67546044
20,sku-351,2021-07-01T00:00:00Z,west,2.859288051,44.25243644,72.03194634,91.63958484
21,sku-378,2021-01-01T00:00:00Z,west,-27.83984375,39.4931488,64.99812317,93.79139709
22,sku-378,2021-02-01T00:00:00Z,west,-20.71825027,32.29484558,58.61330414,90.89038849
23,sku-378,2021-03-01T00:00:00Z,west,-19.82727623,22.47049332,45.33203888,93.85437775
24,sku-378,2021-04-01T00:00:00Z,west,-12.85209274,24.16921806,46.13899231,81.66534424
25,sku-378,2021-05-01T00:00:00Z,west,-10.14993954,24.80147171,45.501091,70.43214417
26,sku-378,2021-06-01T00:00:00Z,west,-9.467639923,21.72309113,34.92194366,49.70197296
27,sku-378,2021-07-01T00:00:00Z,west,-9.756059647,20.40735626,35.67015839,73.74131775
28,sku-52,2021-01-01T00:00:00Z,north,8.501888275,40.37077332,61.26928711,87.57513428
29,sku-52,2021-02-01T00:00:00Z,north,-6.419929504,40.76325607,63.26098251,89.53701782
30,sku-52,2021-03-01T00:00:00Z,north,-14.67886543,35.36940384,59.81864166,74.99023438
31,sku-52,2021-04-01T00:00:00Z,north,-8.321050644,36.42002869,54.92014313,97.51255798
32,sku-52,2021-05-01T00:00:00Z,north,-7.20274353,38.26796341,64.82893372,84.22104645
33,sku-52,2021-06-01T00:00:00Z,north,-5.255378723,34.58076859,54.14613342,75.88545227
34,sku-52,2021-07-01T00:00:00Z,north,-4.452022553,38.48500061,52.04270935,85.72645569
35,sku-69,2021-01-01T00:00:00Z,south,10.20426941,182.7500305,234.8386383,280.4091797
36,sku-69,2021-02-01T00:00:00Z,south,-2.840927124,189.0918274,257.5216675,345.6539307
37,sku-69,2021-03-01T00:00:00Z,south,14.82603455,175.1222839,261.4244385,376.9846802
38,sku-69,2021-04-01T00:00:00Z,south,-13.88343048,161.6179504,236.6226501,306.0569458
39,sku-69,2021-05-01T00:00:00Z,south,-2.838180542,182.9139099,243.3197479,377.1172485
40,sku-69,2021-06-01T00:00:00Z,south,27.61080933,194.4451904,268.1819458,363.8643799
41,sku-69,2021-07-01T00:00:00Z,south,8.59475708,171.6611481,241.5872803,326.8427429
0,sku-258,2021-01-01T00:00:00Z,west,-36.99450684,396.9627075,555.104248,771.0431519
1,sku-258,2021-02-01T00:00:00Z,west,-55.06983948,285.1184082,468.8705444,629.7523193
2,sku-258,2021-03-01T00:00:00Z,west,-86.78308105,279.3389587,514.1615601,704.4163818
3,sku-258,2021-04-01T00:00:00Z,west,49.99639893,286.4223328,410.1156921,677.1983032
4,sku-258,2021-05-01T00:00:00Z,west,82.50268555,288.4927979,380.236145,522.1444092
5,sku-258,2021-06-01T00:00:00Z,west,-2.829620361,300.7481689,407.2617188,609.5479126
6,sku-258,2021-07-01T00:00:00Z,west,45.78018188,330.7480774,427.7766724,545.7225342
7,sku-27,2021-01-01T00:00:00Z,north,66.55919309,174.0682747,230.651073,281.5773564
8,sku-27,2021-02-01T00:00:00Z,north,-6.016763292,181.064012,279.5259614,368.1447873
9,sku-27,2021-03-01T00:00:00Z,north,-97.64885781,188.0597492,338.4302315,473.7683563
10,sku-27,2021-04-01T00:00:00Z,north,-221.7315726,195.0554865,414.4134951,611.8425455
11,sku-27,2021-05-01T00:00:00Z,north,-393.973784,202.0512237,515.743446,798.0762314
12,sku-27,2021-06-01T00:00:00Z,north,-635.6119472,209.046961,653.5969824,1057.701869
13,sku-27,2021-07-01T00:00:00Z,north,-976.2613484,216.0426982,847.5568412,1420.334745
14,sku-319,2021-01-01T00:00:00Z,south,-22.99471283,99.00553894,155.3327332,216.5127563
15,sku-319,2021-02-01T00:00:00Z,south,-29.82924652,77.4026947,120.1764221,164.5439606
16,sku-319,2021-03-01T00:00:00Z,south,-10.82851028,73.91928101,123.9764862,168.7107544
17,sku-319,2021-04-01T00:00:00Z,south,5.830986023,60.42085648,90.31668854,163.0722046
18,sku-319,2021-05-01T00:00:00Z,south,8.864452362,69.21527863,93.93414307,141.6009064
19,sku-319,2021-06-01T00:00:00Z,south,-39.77042007,71.78115082,106.4361115,160.8008118
20,sku-319,2021-07-01T00:00:00Z,south,13.66363907,64.34366608,92.13578033,126.5165405
21,sku-327,2021-01-01T00:00:00Z,west,15.64459744,17.09830343,17.86339928,18.55200941
22,sku-327,2021-02-01T00:00:00Z,west,14.69023625,16.88853084,18.045509,19.08682544
23,sku-327,2021-03-01T00:00:00Z,west,14.3016995,16.88853084,18.24999867,19.47536219
24,sku-327,2021-04-01T00:00:00Z,west,13.965075,16.88853084,18.42716655,19.81198669
25,sku-327,2021-05-01T00:00:00Z,west,13.66256696,16.88853084,18.5863787,20.11449473
26,sku-327,2021-06-01T00:00:00Z,west,13.38474387,16.88853084,18.73259897,20.39231781
27,sku-327,2021-07-01T00:00:00Z,west,13.12585588,16.88853084,18.86885358,22.98220581
28,sku-372,2021-01-01T00:00:00Z,west,18.31061554,147.9799194,228.2974548,299.9049683
29,sku-372,2021-02-01T00:00:00Z,west,-88.02152252,130.6039124,218.750824,357.0545654
30,sku-372,2021-03-01T00:00:00Z,west,-4.522171021,122.710022,178.135437,233.5548096
31,sku-372,2021-04-01T00:00:00Z,west,6.713195801,88.17977905,145.8040466,206.8733826
32,sku-372,2021-05-01T00:00:00Z,west,20.09629059,103.5730362,145.8929443,187.9860382
33,sku-372,2021-06-01T00:00:00Z,west,-15.77114105,86.39824677,129.7007294,188.1946869
34,sku-372,2021-07-01T00:00:00Z,west,-32.74811554,70.14079285,116.0505676,187.6014099
35,sku-67,2021-01-01T00:00:00Z,west,-34.82086182,75.2570343,163.3581085,267.5372314
36,sku-67,2021-02-01T00:00:00Z,west,-113.6714706,68.94343567,178.4056702,301.8465576
37,sku-67,2021-03-01T00:00:00Z,west,-202.9020386,51.67787552,122.8333664,267.0717163
38,sku-67,2021-04-01T00:00:00Z,west,-23.97621536,81.86058807,159.2950287,271.6643066
39,sku-67,2021-05-01T00:00:00Z,west,-83.512146,48.14330292,102.1560364,263.7456055
40,sku-67,2021-06-01T00:00:00Z,west,-31.8680687,40.65960693,78.8175354,187.1105499
41,sku-67,2021-07-01T00:00:00Z,west,-39.3898735,55.4291954,79.36455536,140.0397491
42,sku-9,2021-01-01T00:00:00Z,north,-31.66120911,146.2281647,219.6361237,265.9700928
43,sku-9,2021-02-01T00:00:00Z,north,-25.12374878,125.843811,204.2829895,288.7199097
44,sku-9,2021-03-01T00:00:00Z,north,-76.9781189,76.62379456,138.6428528,174.4720154
45,sku-9,2021-04-01T00:00:00Z,north,34.56508636,133.1495819,189.9345245,276.1038818
46,sku-9,2021-05-01T00:00:00Z,north,48.59400177,146.3345795,199.9758606,249.8757629
47,sku-9,2021-06-01T00:00:00Z,north,4.438285828,137.630249,175.6004333,238.9043884
48,sku-9,2021-07-01T00:00:00Z,north,40.5802002,139.6533356,197.158783,267.4723511
0,sku-163,2021-01-01T00:00:00Z,north,16,16,16,16
1,sku-163,2021-02-01T00:00:00Z,north,16,16,16,16
2,sku-163,2021-03-01T00:00:00Z,north,16,16,16,16
3,sku-163,2021-04-01T00:00:00Z,north,16,16,16,16
4,sku-163,2021-05-01T00:00:00Z,north,16,16,16,16
5,sku-163,2021-06-01T00:00:00Z,north,16,16,16,16
6,sku-163,2021-07-01T00:00:00Z,north,16,16,16,16
7,sku-172,2021-01-01T00:00:00Z,west,9,9,9,9
8,sku-172,2021-02-01T00:00:00Z,west,9,9,9,9
9,sku-172,2021-03-01T00:00:00Z,west,9,9,9,9
10,sku-172,2021-04-01T00:00:00Z,west,9,9,9,9
11,sku-172,2021-05-01T00:00:00Z,west,9,9,9,9
12,sku-172,2021-06-01T00:00:00Z,west,9,9,9,9
13,sku-172,2021-07-01T00:00:00Z,west,9,9,9,9
14,sku-199,2021-01-01T00:00:00Z,west,595.3491027,1238.523672,1577.031046,1881.698242
15,sku-199,2021-02-01T00:00:00Z,west,224.1027495,968.4837589,1360.256805,1712.864768
16,sku-199,2021-03-01T00:00:00Z,west,35.4063135,811.1476653,1219.425884,1586.889017
17,sku-199,2021-04-01T00:00:00Z,west,-66.62550595,719.4773412,1133.208889,1505.580188
18,sku-199,2021-05-01T00:00:00Z,west,-123.5228158,666.0665306,1081.633048,1455.655877
19,sku-199,2021-06-01T00:00:00Z,west,-155.8221635,634.9472482,1051.134843,1425.71666
20,sku-199,2021-07-01T00:00:00Z,west,-174.3537027,616.8159052,1033.214125,1407.985513
21,sku-269,2021-01-01T00:00:00Z,south,-10.35044861,217.7102203,294.6387024,374.4484863
22,sku-269,2021-02-01T00:00:00Z,south,-43.86019897,195.9210968,260.9425354,363.3815918
23,sku-269,2021-03-01T00:00:00Z,south,-33.02862549,169.9492188,268.9900208,397.8156128
24,sku-269,2021-04-01T00:00:00Z,south,6.692848206,164.0028381,238.5367737,294.6585083
25,sku-269,2021-05-01T00:00:00Z,south,43.55249023,190.8240662,274.8514099,327.8768921
26,sku-269,2021-06-01T00:00:00Z,south,54.84771729,172.436203,280.0916748,351.3398132
27,sku-269,2021-07-01T00:00:00Z,south,49.86392212,177.9857635,274.9065552,358.7134399
28,sku-66,2021-01-01T00:00:00Z,north,-121.2706604,130.8256683,216.9548798,328.2643433
29,sku-66,2021-02-01T00:00:00Z,north,-14.66773987,160.2498016,237.5836334,315.5288696
30,sku-66,2021-03-01T00:00:00Z,north,-51.23085785,110.9580917,229.6059875,421.8037415
31,sku-66,2021-04-01T00:00:00Z,north,-51.14133453,110.9721146,192.64505,262.638031
32,sku-66,2021-05-01T00:00:00Z,north,-78.08348084,125.8478546,185.7408447,275.0949402
33,sku-66,2021-06-01T00:00:00Z,north,-27.19945526,111.1400299,182.5487061,243.2204895
34,sku-66,2021-07-01T00:00:00Z,north,-23.0182724,111.7919464,178.2387085,231.761261
0,sku-158,2021-01-01T00:00:00Z,north,-9.923118591,19.23390961,32.50289154,53.07867432
1,sku-158,2021-02-01T00:00:00Z,north,-33.19838715,22.73791313,38.45679474,57.88385773
2,sku-158,2021-03-01T00:00:00Z,north,-12.47868347,22.84739494,48.31285477,75.23592377
3,sku-158,2021-04-01T00:00:00Z,north,-10.57240868,17.94787598,36.6134758,55.52181244
4,sku-158,2021-05-01T00:00:00Z,north,-25.14158249,16.61453247,34.64433289,49.83206177
5,sku-158,2021-06-01T00:00:00Z,north,-31.86684418,18.16481972,37.33180237,55.40234375
6,sku-158,2021-07-01T00:00:00Z,north,-14.36602783,21.28280067,33.70784378,51.63953781
7,sku-225,2021-01-01T00:00:00Z,south,14.02893066,264.9521484,384.0879517,522.3067017
8,sku-225,2021-02-01T00:00:00Z,south,6.5597229,286.8593445,441.0223389,540.4145508
9,sku-225,2021-03-01T00:00:00Z,south,33.38510132,211.1735535,385.0639343,638.9383545
10,sku-225,2021-04-01T00:00:00Z,south,50.78445435,271.1933289,405.1966858,594.2559814
11,sku-225,2021-05-01T00:00:00Z,south,75.3681488,265.68573,364.8633423,507.6970215
12,sku-225,2021-06-01T00:00:00Z,south,45.15739441,274.4379578,370.9244385,540.2800293
13,sku-225,2021-07-01T00:00:00Z,south,93.40458679,267.9879456,359.9255981,441.2648315
0,sku-200,2021-01-01T00:00:00Z,south,10.1668034,20.68400791,26.21928783,31.20121243
1,sku-200,2021-02-01T00:00:00Z,south,3.566302687,17.19134996,24.36230974,30.81639723
2,sku-200,2021-03-01T00:00:00Z,south,1.328744533,16.07441743,23.83517048,30.82009033
3,sku-200,2021-04-01T00:00:00Z,south,-1.566851117,19.29447761,30.27394405,40.15580635
4,sku-200,2021-05-01T00:00:00Z,south,-4.488358229,19.83818479,32.64141828,44.16472781
5,sku-200,2021-06-01T00:00:00Z,south,-8.170297325,21.0812656,36.47657227,50.33282852
6,sku-200,2021-07-01T00:00:00Z,south,-15.12195577,25.24182391,46.4855697,65.6056036
7,sku-224,2021-01-01T00:00:00Z,west,2.12024498,17.42003822,28.63692093,39.82501221
8,sku-224,2021-02-01T00:00:00Z,west,-2.21363163,12.20551968,22.01351547,29.94032669
9,sku-224,2021-03-01T00:00:00Z,west,-6.294708252,12.07802391,18.79533768,26.1913929
10,sku-224,2021-04-01T00:00:00Z,west,-1.904479981,16.605196,25.31612015,30.98787308
11,sku-224,2021-05-01T00:00:00Z,west,-1.432588577,16.66617203,22.87631607,32.0954895
12,sku-224,2021-06-01T00:00:00Z,west,-3.594290733,16.55755615,24.72970581,28.08867264
13,sku-224,2021-07-01T00:00:00Z,west,-0.277943611,16.42160797,23.23278999,36.62378311
14,sku-42,2021-01-01T00:00:00Z,south,-27.51403046,91.35449982,147.8164978,245.960968
15,sku-42,2021-02-01T00:00:00Z,south,-16.7048645,111.0172806,190.9585571,289.8897705
16,sku-42,2021-03-01T00:00:00Z,south,-50.85031891,78.84545898,136.0955505,203.5463257
17,sku-42,2021-04-01T00:00:00Z,south,-9.712867737,79.12336731,129.5249023,170.6802063
18,sku-42,2021-05-01T00:00:00Z,south,-37.52449036,61.24209595,115.5516052,217.0270996
19,sku-42,2021-06-01T00:00:00Z,south,-89.19300079,66.97737122,105.0988464,160.9176941
20,sku-42,2021-07-01T00:00:00Z,south,9.19783783,78.2615509,106.2093201,164.0627441
21,sku-72,2021-01-01T00:00:00Z,west,-13.25793076,39.76885986,60.17303467,83.76055908
22,sku-72,2021-02-01T00:00:00Z,west,2.290634155,42.43437958,58.34076691,77.85312653
23,sku-72,2021-03-01T00:00:00Z,west,-9.371047974,32.19009781,53.21441269,86.47213745
24,sku-72,2021-04-01T00:00:00Z,west,-0.236457825,38.28152466,57.46794128,91.72751617
25,sku-72,2021-05-01T00:00:00Z,west,4.230903626,36.71547318,54.94069672,89.44277954
26,sku-72,2021-06-01T00:00:00Z,west,5.838802338,36.66521072,50.4364624,70.96244812
27,sku-72,2021-07-01T00:00:00Z,west,0.812238693,32.63987732,49.59589386,77.41411591
0,sku-155,2021-01-01T00:00:00Z,north,2.404016495,11.31540966,17.27922058,22.02462006
1,sku-155,2021-02-01T00:00:00Z,north,-1.112044334,8.981996536,12.42956162,19.30696869
2,sku-155,2021-03-01T00:00:00Z,north,-2.534316063,10.19536972,16.02357674,24.7226181
3,sku-155,2021-04-01T00:00:00Z,north,3.834219933,11.04911137,14.56668472,17.82501602
4,sku-155,2021-05-01T00:00:00Z,north,3.478224754,12.24464607,18.4114151,25.34459686
5,sku-155,2021-06-01T00:00:00Z,north,0.040434837,12.50670433,16.20302582,26.38908768
6,sku-155,2021-07-01T00:00:00Z,north,-2.901860237,10.63660431,14.47660732,24.70096207
7,sku-160,2021-01-01T00:00:00Z,north,-1.599472046,91.78070831,151.1595154,242.1881104
8,sku-160,2021-02-01T00:00:00Z,north,10.23249054,84.62288666,149.196701,219.6965332
9,sku-160,2021-03-01T00:00:00Z,north,-34.40720367,71.29221344,115.1091003,180.6261597
10,sku-160,2021-04-01T00:00:00Z,north,-26.06538391,82.57187653,140.4414368,272.861145
11,sku-160,2021-05-01T00:00:00Z,north,1.723571777,104.1256714,152.9141388,234.4239502
12,sku-160,2021-06-01T00:00:00Z,north,-7.796516419,78.5719223,122.3447113,191.7483521
13,sku-160,2021-07-01T00:00:00Z,north,-16.48653412,77.22253418,111.5855484,165.3094177
14,sku-239,2021-01-01T00:00:00Z,west,-70.0557251,184.5970764,310.1013184,383.2115784
15,sku-239,2021-02-01T00:00:00Z,west,-84.79608154,271.6444397,390.5366211,530.5684204
16,sku-239,2021-03-01T00:00:00Z,west,-4.729248047,284.7432251,452.3922119,598.796875
17,sku-239,2021-04-01T00:00:00Z,west,-189.3421631,244.5689697,413.9318848,598.9049072
18,sku-239,2021-05-01T00:00:00Z,west,-43.09869385,271.9736023,463.1320801,624.3665771
19,sku-239,2021-06-01T00:00:00Z,west,-275.0292969,211.4664764,377.4844666,759.133728
20,sku-239,2021-07-01T00:00:00Z,west,-309.2857666,153.482605,309.7657776,445.7730713
21,sku-62,2021-01-01T00:00:00Z,south,2.453582764,192.2666473,253.1606445,332.8678589
22,sku-62,2021-02-01T00:00:00Z,south,21.00064087,181.4738312,248.1707306,327.1296387
23,sku-62,2021-03-01T00:00:00Z,south,-10.11138916,161.1496124,234.6983643,313.5453186
24,sku-62,2021-04-01T00:00:00Z,south,18.55911255,152.7955017,196.8743744,277.5053711
25,sku-62,2021-05-01T00:00:00Z,south,-3.016403198,142.4351349,213.3635559,319.0587769
26,sku-62,2021-06-01T00:00:00Z,south,-15.09371948,137.1490479,203.2098846,371.644043
27,sku-62,2021-07-01T00:00:00Z,south,-10.23982239,152.2542419,224.4161835,290.6813354
0,sku-203,2021-01-01T00:00:00Z,south,6.428947449,73.19584656,105.6882629,151.8075409
1,sku-203,2021-02-01T00:00:00Z,south,-0.769462585,78.02310181,108.4399109,163.9742737
2,sku-203,2021-03-01T00:00:00Z,south,14.41665268,74.41776276,101.445282,129.2501526
3,sku-203,2021-04-01T00:00:00Z,south,4.509628296,72.69683075,102.1958008,141.7033081
4,sku-203,2021-05-01T00:00:00Z,south,16.83480453,79.32267761,105.7146454,135.1486359
5,sku-203,2021-06-01T00:00:00Z,south,5.899406433,84.76048279,118.5127411,143.1439514
6,sku-203,2021-07-01T00:00:00Z,south,18.29961014,86.80213928,123.0686951,166.7839661
7,sku-45,2021-01-01T00:00:00Z,west,-28.49525452,37.20063019,73.60680389,112.9327774
8,sku-45,2021-02-01T00:00:00Z,west,-45.62343216,48.79716492,86.51940918,129.7446594
9,sku-45,2021-03-01T00:00:00Z,west,-28.6978569,31.44354439,62.1999588,101.703186
10,sku-45,2021-04-01T00:00:00Z,west,-15.78710079,30.96993446,58.34030151,94.85014343
11,sku-45,2021-05-01T00:00:00Z,west,-19.41046333,33.97692871,56.12387085,98.40953064
12,sku-45,2021-06-01T00:00:00Z,west,-55.2641983,30.97076607,59.5136261,92.61151123
13,sku-45,2021-07-01T00:00:00Z,west,-7.042297363,31.46272659,48.15387726,101.8362732
14,sku-69,2021-01-01T00:00:00Z,west,24.05752563,99.32121277,139.0241547,180.7516785
15,sku-69,2021-02-01T00:00:00Z,west,-29.49299622,79.02465057,118.986969,177.5609741
16,sku-69,2021-03-01T00:00:00Z,west,1.73828125,84.77206421,123.2793961,156.3050385
17,sku-69,2021-04-01T00:00:00Z,west,6.481819153,71.70320129,95.40216064,130.1021271
18,sku-69,2021-05-01T00:00:00Z,west,-26.49934006,60.34366989,91.55590057,137.9701843
19,sku-69,2021-06-01T00:00:00Z,west,16.34041214,73.27904511,106.2830582,131.1853485
20,sku-69,2021-07-01T00:00:00Z,west,-16.15715408,57.98528671,92.37948608,118.6781158
21,sku-87,2021-01-01T00:00:00Z,north,7,7,7,7
22,sku-87,2021-02-01T00:00:00Z,north,7,7,7,7
23,sku-87,2021-03-01T00:00:00Z,north,7,7,7,7
24,sku-87,2021-04-01T00:00:00Z,north,7,7,7,7
25,sku-87,2021-05-01T00:00:00Z,north,7,7,7,7
26,sku-87,2021-06-01T00:00:00Z,north,7,7,7,7
27,sku-87,2021-07-01T00:00:00Z,north,7,7,7,7
0,sku-127,2021-01-01T00:00:00Z,east,40.2545166,162.2958527,225.1444244,331.1039124
1,sku-127,2021-02-01T00:00:00Z,east,51.74880981,188.4323578,261.8420105,425.0515747
2,sku-127,2021-03-01T00:00:00Z,east,-39.87353516,129.899292,202.0742188,319.313385
3,sku-127,2021-04-01T00:00:00Z,east,-4.866149902,165.1265106,215.0835114,288.1091614
4,sku-127,2021-05-01T00:00:00Z,east,16.31029129,146.7967224,215.1075745,271.0582275
5,sku-127,2021-06-01T00:00:00Z,east,-54.96876526,105.0958328,165.6717529,230.7791443
6,sku-127,2021-07-01T00:00:00Z,east,-3.127502441,130.1212158,186.1937256,258.409729
7,sku-157,2021-01-01T00:00:00Z,north,-41.08347321,93.14499664,135.8226929,214.0437317
8,sku-157,2021-02-01T00:00:00Z,north,9.87461853,117.0384216,154.6848755,202.5158081
9,sku-157,2021-03-01T00:00:00Z,north,1.607032776,82.08457184,127.5266418,208.7975464
