,Unnamed: 0,Unnamed: 0.1,Warehouse id,Region,item_id,date,sales,pred,
4103,2486,2486,Wh-4,SOUTH,SKU-163,01/02/21,17,-7.54714331,-24.54714331
4081,2376,2376,Wh-4,SOUTH,SKU-133,01/02/21,3428,250.1317602,-3177.86824
4080,2371,2371,Wh-4,SOUTH,SKU-132,01/02/21,1724,88.72027944,-1635.279721
4079,2366,2366,Wh-4,SOUTH,SKU-131,01/02/21,10,21.51443723,11.51443723
4078,2361,2361,Wh-4,SOUTH,SKU-13,01/02/21,578,63.13309346,-514.8669065
4056,2251,2251,Wh-4,SOUTH,SKU-104,01/02/21,245,6.653079645,-238.3469204
4057,2256,2256,Wh-4,SOUTH,SKU-105,01/02/21,139,7.104302851,-131.8956971
4058,2261,2261,Wh-4,SOUTH,SKU-106,01/02/21,353,49.36493605,-303.635064
4059,2266,2266,Wh-4,SOUTH,SKU-107,01/02/21,122,7.609682491,-114.3903175
4060,2271,2271,Wh-4,SOUTH,SKU-108,01/02/21,425,38.81858369,-386.1814163
4061,2276,2276,Wh-4,SOUTH,SKU-109,01/02/21,386,37.20181121,-348.7981888
4062,2281,2281,Wh-4,SOUTH,SKU-110,01/02/21,47,2.818285518,-44.18171448
4063,2286,2286,Wh-4,SOUTH,SKU-111,01/02/21,323,5.43767578,-317.5623242
4064,2291,2291,Wh-4,SOUTH,SKU-112,01/02/21,37,0.381969706,-36.61803029
4065,2296,2296,Wh-4,SOUTH,SKU-113,01/02/21,391,12.24460074,-378.7553993
4104,2491,2491,Wh-4,SOUTH,SKU-164,01/02/21,11,-8.413405015,-19.41340502
4066,2301,2301,Wh-4,SOUTH,SKU-114,01/02/21,20,3.323665158,-16.67633484
4068,2311,2311,Wh-4,SOUTH,SKU-116,01/02/21,30,1.046702738,-28.95329726
4069,2316,2316,Wh-4,SOUTH,SKU-117,01/02/21,12,4.79163822,-7.20836178
4070,2321,2321,Wh-4,SOUTH,SKU-121,01/02/21,340,26.92672352,-313.0732765
4071,2326,2326,Wh-4,SOUTH,SKU-122,01/02/21,120,9.633834467,-110.3661655
4072,2331,2331,Wh-4,SOUTH,SKU-123,01/02/21,88,3.741337075,-84.25866293
4073,2336,2336,Wh-4,SOUTH,SKU-124,01/02/21,7453,80.71328893,-7372.286711
4074,2341,2341,Wh-4,SOUTH,SKU-126,01/02/21,53,6.9904819,-46.0095181
4075,2346,2346,Wh-4,SOUTH,SKU-127,01/02/21,582,20.44425468,-561.5557453
4076,2351,2351,Wh-4,SOUTH,SKU-128,01/02/21,266,10.93694606,-255.0630539
4077,2356,2356,Wh-4,SOUTH,SKU-129,01/02/21,76,45.55338048,-30.44661952
4067,2306,2306,Wh-4,SOUTH,SKU-115,01/02/21,11,-0.944621693,-11.94462169
4105,2496,2496,Wh-4,SOUTH,SKU-165,01/02/21,134,7.723985936,-126.2760141
4106,2501,2501,Wh-4,SOUTH,SKU-166,01/02/21,81,1.834604456,-79.16539554
4107,2506,2506,Wh-4,SOUTH,SKU-167,01/02/21,83,5.095247939,-77.90475206
4134,2641,2641,Wh-4,SOUTH,SKU-20,01/02/21,39,3.477027974,-35.52297203
4135,2646,2646,Wh-4,SOUTH,SKU-200,01/02/21,63,1.71143577,-61.28856423
4136,2651,2651,Wh-4,SOUTH,SKU-201,01/02/21,118,3.299702853,-114.7002971
4137,2656,2656,Wh-4,SOUTH,SKU-202,01/02/21,17,2.52354104,-14.47645896
4138,2661,2661,Wh-4,SOUTH,SKU-203,01/02/21,78,5.774836787,-72.22516321
4139,2666,2666,Wh-4,SOUTH,SKU-204,01/02/21,83,2.213699498,-80.7863005
4140,2671,2671,Wh-4,SOUTH,SKU-205,01/02/21,23,4.755453514,-18.24454649
4141,2676,2676,Wh-4,SOUTH,SKU-206,01/02/21,486,48.24489891,-437.7551011
4142,2681,2681,Wh-4,SOUTH,SKU-208,01/02/21,30,3.368715104,-26.6312849
4143,2686,2686,Wh-4,SOUTH,SKU-21,01/02/21,155,7.149352797,-147.8506472
4133,2636,2636,Wh-4,SOUTH,SKU-2,01/02/21,50,-2.108743788,-52.10874379
4144,2691,2691,Wh-4,SOUTH,SKU-211,01/02/21,169,18.08893227,-150.9110677
4146,2701,2701,Wh-4,SOUTH,SKU-214,01/02/21,5,227.7916697,222.7916697
4147,2706,2706,Wh-4,SOUTH,SKU-215,01/02/21,144,6.896783601,-137.1032164
4148,2711,2711,Wh-4,SOUTH,SKU-217,01/02/21,16,4.024582895,-11.9754171
4149,2716,2716,Wh-4,SOUTH,SKU-218,01/02/21,167,3.092183603,-163.9078164
4150,2721,2721,Wh-4,SOUTH,SKU-219,01/02/21,57,4.644024733,-52.35597527
4151,2726,2726,Wh-4,SOUTH,SKU-22,01/02/21,76,11.336405,-64.663595
4152,2731,2731,Wh-4,SOUTH,SKU-220,01/02/21,222,19.43325415,-202.5667459
4153,2736,2736,Wh-4,SOUTH,SKU-221,01/02/21,32,-3.209844208,-35.20984421
4154,2741,2741,Wh-4,SOUTH,SKU-224,01/02/21,205,11.93188453,-193.0681155
4155,2746,2746,Wh-4,SOUTH,SKU-225,01/02/21,177,56.2655593,-120.7344407
4145,2696,2696,Wh-4,SOUTH,SKU-212,01/02/21,32,0.508254304,-31.4917457
4055,2246,2246,Wh-4,SOUTH,SKU-103,01/02/21,129,11.4866519,-117.5133481
4132,2631,2631,Wh-4,SOUTH,SKU-199,01/02/21,175,23.19401044,-151.8059896
4130,2621,2621,Wh-4,SOUTH,SKU-194,01/02/21,173,57.23247487,-115.7675251
4108,2511,2511,Wh-4,SOUTH,SKU-169,01/02/21,19,2.451412877,-16.54858712
4109,2516,2516,Wh-4,SOUTH,SKU-17,01/02/21,218,28.85645346,-189.1435465
4110,2521,2521,Wh-4,SOUTH,SKU-170,01/02/21,39,-0.965709334,-39.96570933
4111,2526,2526,Wh-4,SOUTH,SKU-171,01/02/21,28,1.155015607,-26.84498439
4112,2531,2531,Wh-4,SOUTH,SKU-172,01/02/21,11,3.588456755,-7.411543245
4113,2536,2536,Wh-4,SOUTH,SKU-173,01/02/21,158,6.731198385,-151.2688016
4114,2541,2541,Wh-4,SOUTH,SKU-174,01/02/21,37,-1.374757257,-38.37475726
4115,2546,2546,Wh-4,SOUTH,SKU-175,01/02/21,10,9.523129429,-0.476870571
4116,2551,2551,Wh-4,SOUTH,SKU-176,01/02/21,6,-3.24866233,-9.24866233
4117,2556,2556,Wh-4,SOUTH,SKU-177,01/02/21,7,-8.533699037,-15.53369904
4131,2626,2626,Wh-4,SOUTH,SKU-196,01/02/21,161,86.02184605,-74.97815395
4118,2561,2561,Wh-4,SOUTH,SKU-178,01/02/21,232,0.469194934,-231.5308051
4120,2571,2571,Wh-4,SOUTH,SKU-180,01/02/21,2,2.547744593,0.547744593
4121,2576,2576,Wh-4,SOUTH,SKU-182,01/02/21,60,18.35157294,-41.64842706
4122,2581,2581,Wh-4,SOUTH,SKU-183,01/02/21,11,-6.26871777,-17.26871777
4123,2586,2586,Wh-4,SOUTH,SKU-184,01/02/21,8,10.98511191,2.985111914
4124,2591,2591,Wh-4,SOUTH,SKU-185,01/02/21,37,2.616756845,-34.38324316
4125,2596,2596,Wh-4,SOUTH,SKU-186,01/02/21,74,5.7209216,-68.2790784
4126,2601,2601,Wh-4,SOUTH,SKU-187,01/02/21,15,5.994819685,-9.005180315
4127,2606,2606,Wh-4,SOUTH,SKU-19,01/02/21,9,14.23065833,5.230658332
4128,2611,2611,Wh-4,SOUTH,SKU-190,01/02/21,67,1.918955019,-65.08104498
4129,2616,2616,Wh-4,SOUTH,SKU-193,01/02/21,25,3.759791299,-21.2402087
4119,2566,2566,Wh-4,SOUTH,SKU-179,01/02/21,177,8.226732159,-168.7732678
4054,2241,2241,Wh-4,SOUTH,SKU-102,01/02/21,163,-1.946274484,-164.9462745
4053,2236,2236,Wh-4,SOUTH,SKU-101,01/02/21,51,46.00987052,-4.99012948
4052,2231,2231,Wh-4,SOUTH,SKU-10,01/02/21,340,16.76209962,-323.2379004
2606,4021,4021,Wh-3,WEST,SKU-200,01/02/21,387,13.55681881,-373.4431812
2605,4016,4016,Wh-3,WEST,SKU-20,01/02/21,29,5.359798287,-23.64020171
2604,4011,4011,Wh-3,WEST,SKU-2,01/02/21,115,25.66339504,-89.33660496
2603,4006,4006,Wh-3,WEST,SKU-199,01/02/21,554,51.74323546,-502.2567645
2602,4001,4001,Wh-3,WEST,SKU-198,01/02/21,157,30.01579121,-126.9842088
2601,3996,3996,Wh-3,WEST,SKU-197,01/02/21,43,26.59340217,-16.40659783
2600,3991,3991,Wh-3,WEST,SKU-196,01/02/21,81,0.947496357,-80.05250364
2599,3986,3986,Wh-3,WEST,SKU-195,01/02/21,45,-2.174881375,-47.17488138
2598,3981,3981,Wh-3,WEST,SKU-194,01/02/21,70,11.38145494,-58.61854506
2596,3971,3971,Wh-3,WEST,SKU-192,01/02/21,20,11.85424828,-8.145751716
2607,4026,4026,Wh-3,WEST,SKU-201,01/02/21,157,1.828613879,-155.1713861
2595,3966,3966,Wh-3,WEST,SKU-190,01/02/21,254,1.301905351,-252.6980946
2593,3956,3956,Wh-3,WEST,SKU-189,01/02/21,73,3.684547223,-69.31545278
2592,3951,3951,Wh-3,WEST,SKU-188,01/02/21,20,4.123789276,-15.87621072
2591,3946,3946,Wh-3,WEST,SKU-187,01/02/21,16,1.77158278,-14.22841722
2590,3941,3941,Wh-3,WEST,SKU-186,01/02/21,147,11.03255403,-135.967446
2589,3936,3936,Wh-3,WEST,SKU-185,01/02/21,86,12.69582394,-73.30417606
2588,3931,3931,Wh-3,WEST,SKU-184,01/02/21,18,2.65294155,-15.34705845
2587,3926,3926,Wh-3,WEST,SKU-183,01/02/21,34,8.560536007,-25.43946399
2586,3921,3921,Wh-3,WEST,SKU-182,01/02/21,64,4.677093527,-59.32290647
2585,3916,3916,Wh-3,WEST,SKU-181,01/02/21,17,10.23602832,-6.763971682
2584,3911,3911,Wh-3,WEST,SKU-180,01/02/21,11,66.20565721,55.20565721
2594,3961,3961,Wh-3,WEST,SKU-19,01/02/21,35,2.965657757,-32.03434224
2583,3906,3906,Wh-3,WEST,SKU-179,01/02/21,178,7.429482705,-170.5705173
2608,4031,4031,Wh-3,WEST,SKU-202,01/02/21,107,3.031795345,-103.9682047
2610,4041,4041,Wh-3,WEST,SKU-204,01/02/21,142,5.702949871,-136.2970501
2632,4151,4151,Wh-3,WEST,SKU-227,01/02/21,15,9.555715727,-5.444284273
2631,4146,4146,Wh-3,WEST,SKU-226,01/02/21,22,2.06944317,-19.93055683
2630,4141,4141,Wh-3,WEST,SKU-225,01/02/21,55,80.58368778,25.58368778
2629,4136,4136,Wh-3,WEST,SKU-224,01/02/21,1,1.846826856,0.846826856
2628,4131,4131,Wh-3,WEST,SKU-223,01/02/21,17,10.50968516,-6.490314844
2627,4126,4126,Wh-3,WEST,SKU-222,01/02/21,529,24.047326,-504.952674
2626,4121,4121,Wh-3,WEST,SKU-221,01/02/21,29,-3.323906406,-32.32390641
2625,4116,4116,Wh-3,WEST,SKU-220,01/02/21,11,-12.57649491,-23.57649491
2624,4111,4111,Wh-3,WEST,SKU-22,01/02/21,11,10.32924412,-0.670755877
2623,4106,4106,Wh-3,WEST,SKU-219,01/02/21,2,0.773045901,-1.226954099
2609,4036,4036,Wh-3,WEST,SKU-203,01/02/21,309,14.48610219,-294.5138978
2622,4101,4101,Wh-3,WEST,SKU-218,01/02/21,197,1.118830901,-195.8811691
2620,4091,4091,Wh-3,WEST,SKU-215,01/02/21,52,2.779226148,-49.22077385
2619,4086,4086,Wh-3,WEST,SKU-214,01/02/21,66,6.9904819,-59.0095181
2618,4081,4081,Wh-3,WEST,SKU-211,01/02/21,1139,137.099645,-1001.900355
2617,4076,4076,Wh-3,WEST,SKU-210,01/02/21,326,53.6164574,-272.3835426
2616,4071,4071,Wh-3,WEST,SKU-21,01/02/21,123,22.47104007,-100.5289599
2615,4066,4066,Wh-3,WEST,SKU-209,01/02/21,249,10.06971936,-238.9302806
2614,4061,4061,Wh-3,WEST,SKU-208,01/02/21,5,0.664733032,-4.335266968
2613,4056,4056,Wh-3,WEST,SKU-207,01/02/21,21,11.65583552,-9.344164478
2612,4051,4051,Wh-3,WEST,SKU-206,01/02/21,568,25.38254139,-542.6174586
2611,4046,4046,Wh-3,WEST,SKU-205,01/02/21,106,2.619631509,-103.3803685
2621,4096,4096,Wh-3,WEST,SKU-217,01/02/21,569,1.482828879,-567.5171711
2634,4161,4161,Wh-3,WEST,SKU-23,01/02/21,134,15.478166,-118.521834
2582,3901,3901,Wh-3,WEST,SKU-178,01/02/21,35,19.30817579,-15.69182421
2580,3891,3891,Wh-3,WEST,SKU-176,01/02/21,5,5.303008436,0.303008436
2553,3756,3756,Wh-3,WEST,SKU-149,01/02/21,190,8.548072359,-181.4519276
2552,3751,3751,Wh-3,WEST,SKU-148,01/02/21,90,5.188463743,-84.81153626
2551,3746,3746,Wh-3,WEST,SKU-147,01/02/21,213,14.32315039,-198.6768496
2550,3741,3741,Wh-3,WEST,SKU-146,01/02/21,521,6.48749443,-514.5125056
2549,3736,3736,Wh-3,WEST,SKU-145,01/02/21,14,2.460278117,-11.53972188
2548,3731,3731,Wh-3,WEST,SKU-144,01/02/21,68,3.639497277,-64.36050272
2547,3726,3726,Wh-3,WEST,SKU-141,01/02/21,40,-11.24727009,-51.24727009
2546,3721,3721,Wh-3,WEST,SKU-140,01/02/21,1238,4.631802333,-1233.368198
2545,3716,3716,Wh-3,WEST,SKU-139,01/02/21,27,3.263518147,-23.73648185
2544,3711,3711,Wh-3,WEST,SKU-137,01/02/21,2,10.44306507,8.443065073
2554,3761,3761,Wh-3,WEST,SKU-150,01/02/21,291,16.33220531,-274.6677947
2543,3706,3706,Wh-3,WEST,SKU-134,01/02/21,263,36.53850536,-226.4614946
2541,3696,3696,Wh-3,WEST,SKU-132,01/02/21,799,19.09297723,-779.9070228
2540,3691,3691,Wh-3,WEST,SKU-13,01/02/21,902,73.2001794,-828.7998206
2539,3686,3686,Wh-3,WEST,SKU-128,01/02/21,88,3.856123015,-84.14387698
2538,3681,3681,Wh-3,WEST,SKU-127,01/02/21,149,6.866830719,-142.1331693
2537,3676,3676,Wh-3,WEST,SKU-126,01/02/21,56,3.007833039,-52.99216696
2536,3671,3671,Wh-3,WEST,SKU-124,01/02/21,129,124.131853,-4.868146997
2535,3666,3666,Wh-3,WEST,SKU-123,01/02/21,136,60.80895047,-75.19104953
2534,3661,3661,Wh-3,WEST,SKU-10,01/02/21,427,139.2592084,-287.7407916
2533,3656,3656,Wh-3,WEST,SKU-1,01/02/21,288,78.9831983,-209.0168017
4051,2226,2226,Wh-4,SOUTH,SKU-1,01/02/21,76,45.67176483,-30.32823517
2542,3701,3701,Wh-3,WEST,SKU-133,01/02/21,428,23.72502081,-404.2749792
2581,3896,3896,Wh-3,WEST,SKU-177,01/02/21,3,-15.44007162,-18.44007162
2555,3766,3766,Wh-3,WEST,SKU-151,01/02/21,1513,40.61412877,-1472.385871
2557,3776,3776,Wh-3,WEST,SKU-154,01/02/21,54,15.2831104,-38.7168896
2579,3886,3886,Wh-3,WEST,SKU-175,01/02/21,13,4.893719265,-8.106280735
2578,3881,3881,Wh-3,WEST,SKU-174,01/02/21,9,1.6031229,-7.3968771
2577,3876,3876,Wh-3,WEST,SKU-173,01/02/21,449,39.1557447,-409.8442553
2576,3871,3871,Wh-3,WEST,SKU-172,01/02/21,9,1.928061508,-7.071938492
2575,3866,3866,Wh-3,WEST,SKU-171,01/02/21,141,18.22120744,-122.7787926
2574,3861,3861,Wh-3,WEST,SKU-170,01/02/21,250,29.83535018,-220.1646498
2573,3856,3856,Wh-3,WEST,SKU-17,01/02/21,212,-7.39187082,-219.3918708
2572,3851,3851,Wh-3,WEST,SKU-169,01/02/21,490,85.68010134,-404.3198987
2571,3846,3846,Wh-3,WEST,SKU-168,01/02/21,65,-0.767296572,-65.76729657
2570,3841,3841,Wh-3,WEST,SKU-167,01/02/21,85,32.07086106,-52.92913894
2556,3771,3771,Wh-3,WEST,SKU-152,01/02/21,48,5.621715219,-42.37828478
2569,3836,3836,Wh-3,WEST,SKU-166,01/02/21,161,6.911880665,-154.0881193
2567,3826,3826,Wh-3,WEST,SKU-164,01/02/21,5,1.350553704,-3.649446296
2566,3821,3821,Wh-3,WEST,SKU-163,01/02/21,6,-3.24866233,-9.24866233
2565,3816,3816,Wh-3,WEST,SKU-162,01/02/21,7,-2.247009539,-9.247009539
2564,3811,3811,Wh-3,WEST,SKU-161,01/02/21,333,5.647828447,-327.3521716
2563,3806,3806,Wh-3,WEST,SKU-160,01/02/21,349,9.251623513,-339.7483765
2562,3801,3801,Wh-3,WEST,SKU-159,01/02/21,28,3.558262625,-24.44173737
2561,3796,3796,Wh-3,WEST,SKU-158,01/02/21,39,4.526846623,-34.47315338
2560,3791,3791,Wh-3,WEST,SKU-157,01/02/21,118,-2.247250786,-120.2472508
2559,3786,3786,Wh-3,WEST,SKU-156,01/02/21,199,-16.6825537,-215.6825537
2558,3781,3781,Wh-3,WEST,SKU-155,01/02/21,17,-11.72533027,-28.72533027
2568,3831,3831,Wh-3,WEST,SKU-165,01/02/21,122,3.440602021,-118.559398
2830,5141,5141,Wh-3,WEST,SKU-87,01/02/21,4,-3.537416232,-7.537416232
2597,3976,3976,Wh-3,WEST,SKU-193,01/02/21,89,5.618599308,-83.38140069
448,2136,2136,Wh-1,NORTH,SKU-83,01/02/21,45,2.511559888,-42.48844011
1520,716,716,Wh-2,EAST,SKU-339,01/02/21,36,-2.027509136,-38.02750914
1519,711,711,Wh-2,EAST,SKU-338,01/02/21,313,1.362534857,-311.6374651
1518,706,706,Wh-2,EAST,SKU-337,01/02/21,308,19.99638863,-288.0036114
1517,701,701,Wh-2,EAST,SKU-332,01/02/21,116,1.744504563,-114.2554954
1516,696,696,Wh-2,EAST,SKU-330,01/02/21,1174,3.840784703,-1170.159215
1515,691,691,Wh-2,EAST,SKU-33,01/02/21,127,6.427829914,-120.5721701
1514,686,686,Wh-2,EAST,SKU-329,01/02/21,64,15.06361,-48.93639
1513,681,681,Wh-2,EAST,SKU-328,01/02/21,223,5.386876505,-217.6131235
1512,676,676,Wh-2,EAST,SKU-322,01/02/21,115,2.351965248,-112.6480348
1511,671,671,Wh-2,EAST,SKU-321,01/02/21,154,14.36892408,-139.6310759
1510,666,666,Wh-2,EAST,SKU-32,01/02/21,245,6.842627166,-238.1573728
1521,721,721,Wh-2,EAST,SKU-34,01/02/21,25,2.496462823,-22.50353718
1509,661,661,Wh-2,EAST,SKU-319,01/02/21,93,19.58470729,-73.41529271
1507,651,651,Wh-2,EAST,SKU-315,01/02/21,12,18.87804022,6.878040225
1506,646,646,Wh-2,EAST,SKU-312,01/02/21,16,25.39932719,9.399327191
1505,641,641,Wh-2,EAST,SKU-31,01/02/21,102,4.872631624,-97.12736838
1504,636,636,Wh-2,EAST,SKU-306,01/02/21,3,-2.671154527,-5.671154527
1503,631,631,Wh-2,EAST,SKU-30,01/02/21,115,4.752337602,-110.2476624
1502,626,626,Wh-2,EAST,SKU-3,01/02/21,13,1.955139725,-11.04486028
1501,621,621,Wh-2,EAST,SKU-297,01/02/21,53,10.28419418,-42.71580582
1500,616,616,Wh-2,EAST,SKU-293,01/02/21,66,2.114010622,-63.88598938
1499,611,611,Wh-2,EAST,SKU-292,01/02/21,98,9.245874185,-88.75412582
1498,606,606,Wh-2,EAST,SKU-291,01/02/21,169,1.591141748,-167.4088583
1497,601,601,Wh-2,EAST,SKU-29,01/02/21,29,3.540290896,-25.4597091
1508,656,656,Wh-2,EAST,SKU-316,01/02/21,19,-30.69059572,-49.69059572
1496,596,596,Wh-2,EAST,SKU-289,01/02/21,57,4.213889169,-52.78611083
1522,726,726,Wh-2,EAST,SKU-340,01/02/21,2,80.24723021,78.24723021
1524,736,736,Wh-2,EAST,SKU-343,01/02/21,457,44.67178046,-412.3282195
1548,856,856,Wh-2,EAST,SKU-410,01/02/21,359,2.734176202,-356.2658238
1547,851,851,Wh-2,EAST,SKU-41,01/02/21,166,5.353807711,-160.6461923
1546,846,846,Wh-2,EAST,SKU-409,01/02/21,38,20.02394934,-17.97605066
1545,841,841,Wh-2,EAST,SKU-408,01/02/21,162,0.351775577,-161.6482244
1544,836,836,Wh-2,EAST,SKU-407,01/02/21,69,-0.655867791,-69.65586779
1543,831,831,Wh-2,EAST,SKU-406,01/02/21,221,24.51197784,-196.4880222
1542,826,826,Wh-2,EAST,SKU-405,01/02/21,25,24.73266418,-0.267335821
1541,821,821,Wh-2,EAST,SKU-404,01/02/21,152,4.68907468,-147.3109253
1540,816,816,Wh-2,EAST,SKU-403,01/02/21,36,20.50824134,-15.49175866
1539,811,811,Wh-2,EAST,SKU-40,01/02/21,117,9.285174802,-107.7148252
1538,806,806,Wh-2,EAST,SKU-4,01/02/21,70,3.073970626,-66.92602937
1523,731,731,Wh-2,EAST,SKU-342,01/02/21,141,84.58406712,-56.41593288
1537,801,801,Wh-2,EAST,SKU-399,01/02/21,28,11.9378751,-16.0621249
1535,791,791,Wh-2,EAST,SKU-39,01/02/21,118,82.32220177,-35.67779823
1534,786,786,Wh-2,EAST,SKU-389,01/02/21,3,1.061799802,-1.938200198
1533,781,781,Wh-2,EAST,SKU-387,01/02/21,40,10.36231292,-29.63768708
1532,776,776,Wh-2,EAST,SKU-386,01/02/21,162,7.736208336,-154.2637917
1531,771,771,Wh-2,EAST,SKU-37,01/02/21,267,8.364274167,-258.6357258
1530,766,766,Wh-2,EAST,SKU-361,01/02/21,95,-12.34788802,-107.347888
1529,761,761,Wh-2,EAST,SKU-36,01/02/21,141,12.07374869,-128.9262513
1528,756,756,Wh-2,EAST,SKU-359,01/02/21,55,2.168649551,-52.83135045
1527,751,751,Wh-2,EAST,SKU-352,01/02/21,70,1.816632727,-68.18336727
1526,746,746,Wh-2,EAST,SKU-345,01/02/21,437,29.1332262,-407.8667738
1525,741,741,Wh-2,EAST,SKU-344,01/02/21,417,0.685820673,-416.3141793
1536,796,796,Wh-2,EAST,SKU-392,01/02/21,9,2.156668399,-6.843331601
1549,861,861,Wh-2,EAST,SKU-411,01/02/21,163,24.05116566,-138.9488343
1495,591,591,Wh-2,EAST,SKU-288,01/02/21,115,6.147941253,-108.8520587
1493,581,581,Wh-2,EAST,SKU-28,01/02/21,77,4.222995657,-72.77700434
451,2151,2151,Wh-1,NORTH,SKU-86,01/02/21,135,-2.65629871,-137.6562987
452,2156,2156,Wh-1,NORTH,SKU-87,01/02/21,7,0.381969706,-6.618030294
453,2161,2161,Wh-1,NORTH,SKU-88,01/02/21,417,14.56948777,-402.4305122
454,2166,2166,Wh-1,NORTH,SKU-89,01/02/21,121,4.800262213,-116.1997378
455,2171,2171,Wh-1,NORTH,SKU-9,01/02/21,212,11.58897419,-200.4110258
456,2176,2176,Wh-1,NORTH,SKU-90,01/02/21,119,9.098501946,-109.9014981
457,2181,2181,Wh-1,NORTH,SKU-91,01/02/21,61,6.376548144,-54.62345186
458,2186,2186,Wh-1,NORTH,SKU-92,01/02/21,177,9.63120105,-167.3687989
459,2191,2191,Wh-1,NORTH,SKU-93,01/02/21,170,13.63182164,-156.3681784
460,2196,2196,Wh-1,NORTH,SKU-94,01/02/21,66,7.667196085,-58.33280392
461,2201,2201,Wh-1,NORTH,SKU-95,01/02/21,19,38.69159565,19.69159565
450,2146,2146,Wh-1,NORTH,SKU-85,01/02/21,3831,-1.741629899,-3832.74163
462,2206,2206,Wh-1,NORTH,SKU-96,01/02/21,83,-8.377461557,-91.37746156
465,2221,2221,Wh-1,NORTH,SKU-99,01/02/21,44,8.172575724,-35.82742428
1468,456,456,Wh-2,EAST,SKU-244,01/02/21,88,2.763887836,-85.23611216
1467,451,451,Wh-2,EAST,SKU-240,01/02/21,63,3.122136485,-59.87786352
1466,446,446,Wh-2,EAST,SKU-24,01/02/21,150,7.841405293,-142.1585947
1465,441,441,Wh-2,EAST,SKU-239,01/02/21,76,-2.743523938,-78.74352394
1464,436,436,Wh-2,EAST,SKU-237,01/02/21,304,-8.227697149,-312.2276971
1463,431,431,Wh-2,EAST,SKU-234,01/02/21,198,-2.86142579,-200.8614258
1462,426,426,Wh-2,EAST,SKU-233,01/02/21,24,9.700695797,-14.2993042
1461,421,421,Wh-2,EAST,SKU-232,01/02/21,22,4.165964558,-17.83403544
1460,416,416,Wh-2,EAST,SKU-231,01/02/21,100,5.462361828,-94.53763817
1459,411,411,Wh-2,EAST,SKU-230,01/02/21,40,1.994199095,-38.00580091
463,2211,2211,Wh-1,NORTH,SKU-97,01/02/21,230,13.93183295,-216.068167
1494,586,586,Wh-2,EAST,SKU-287,01/02/21,696,34.67658144,-661.3234186
449,2141,2141,Wh-1,NORTH,SKU-84,01/02/21,5396,138.9107291,-5257.089271
446,2126,2126,Wh-1,NORTH,SKU-81,01/02/21,131,3.723606593,-127.2763934
1492,576,576,Wh-2,EAST,SKU-278,01/02/21,44,7.252157585,-36.74784242
1491,571,571,Wh-2,EAST,SKU-276,01/02/21,17,4.153742158,-12.84625784
1490,566,566,Wh-2,EAST,SKU-275,01/02/21,182,14.62436794,-167.3756321
1489,561,561,Wh-2,EAST,SKU-272,01/02/21,87,70.49479045,-16.50520955
1488,556,556,Wh-2,EAST,SKU-271,01/02/21,33,5.248852001,-27.751148
1487,551,551,Wh-2,EAST,SKU-270,01/02/21,39,23.32053628,-15.67946372
1486,546,546,Wh-2,EAST,SKU-27,01/02/21,71,-14.89563261,-85.89563261
1485,541,541,Wh-2,EAST,SKU-269,01/02/21,71,8.382969639,-62.61703036
1484,536,536,Wh-2,EAST,SKU-268,01/02/21,3864,180.652554,-3683.347446
1483,531,531,Wh-2,EAST,SKU-267,01/02/21,411,30.15285072,-380.8471493
1482,526,526,Wh-2,EAST,SKU-265,01/02/21,32,10.04959671,-21.95040329
447,2131,2131,Wh-1,NORTH,SKU-82,01/02/21,76,7.889571152,-68.11042885
1481,521,521,Wh-2,EAST,SKU-264,01/02/21,11641,461.6320921,-11179.36791
1479,511,511,Wh-2,EAST,SKU-262,01/02/21,60,20.61655421,-39.38344579
1478,506,506,Wh-2,EAST,SKU-261,01/02/21,1020,134.0814587,-885.9185413
1477,501,501,Wh-2,EAST,SKU-260,01/02/21,122,18.02040251,-103.9795975
1476,496,496,Wh-2,EAST,SKU-26,01/02/21,6,-2.659173374,-8.659173374
1475,491,491,Wh-2,EAST,SKU-259,01/02/21,251,41.98146828,-209.0185317
1474,486,486,Wh-2,EAST,SKU-258,01/02/21,1372,20.17011535,-1351.829885
1473,481,481,Wh-2,EAST,SKU-257,01/02/21,122,-2.289184821,-124.2891848
1472,476,476,Wh-2,EAST,SKU-251,01/02/21,117,2.571706898,-114.4282931
1471,471,471,Wh-2,EAST,SKU-250,01/02/21,75,2.622506174,-72.37749383
1470,466,466,Wh-2,EAST,SKU-25,01/02/21,71,0.544197762,-70.45580224
1469,461,461,Wh-2,EAST,SKU-248,01/02/21,215,30.8829976,-184.1170024
1480,516,516,Wh-2,EAST,SKU-263,01/02/21,1288,59.21706468,-1228.782935
1458,406,406,Wh-2,EAST,SKU-23,01/02/21,133,2.129590181,-130.8704098
1550,866,866,Wh-2,EAST,SKU-412,01/02/21,3,1.617978718,-1.382021282
1552,876,876,Wh-2,EAST,SKU-414,01/02/21,49,1.94004266,-47.05995734
417,1981,1981,Wh-1,NORTH,SKU-55,01/02/21,97,15.91716681,-81.08283319
416,1976,1976,Wh-1,NORTH,SKU-54,01/02/21,138,9.700213302,-128.2997867
415,1971,1971,Wh-1,NORTH,SKU-53,01/02/21,333,7.970323308,-325.0296767
414,1966,1966,Wh-1,NORTH,SKU-52,01/02/21,55,2.460278117,-52.53972188
